Date,Open,High,Low,Raw_Close,Adj_Close,Volume,Return,LogReturn,Volatility,RSI_14,Ticker,volume_today,value_today,volume_ratio_3m,volume_change_pct,price_change_pct,intraday_range_pct,gap_open_pct,candle_type,ma5,ma20,ma60,ma5_cross_ma20,price_above_ma60,ma_alignment_score,atr_14,bollinger_band_width,volatility_spike,rsi_14,macd,macd_signal_diff,stochastic_k
2015-01-22,97.7699966430664,98.80999755859376,96.58000183105467,98.45999908447266,98.45999908447266,238100.0,0.0172538294570612,0.0171066724116831,2.229995727539091,36.690647087139055,TDY,238100.0,23443325.78201294,,,,2.2648748205105007,,양봉,,,,False,False,0,,,False,,0.0,0.0,
2015-01-23,98.5500030517578,99.70999908447266,98.06999969482422,99.16999816894533,99.16999816894533,182400.0,0.0072110409412409,0.0071851657026527,1.6399993896484375,39.76727499838119,TDY,182400.0,18088607.66601563,,-23.393532129357407,0.721104094124092,1.6537253402531538,0.09141170843189236,양봉,,,,False,False,0,,,False,,0.015929466638823442,0.0070797629505881966,
2015-01-26,99.16000366210938,99.62000274658205,97.9000015258789,98.93000030517578,98.93000030517578,193900.0,-0.002420065223362,-0.0024229983143412,1.7200012207031392,46.81708220496063,TDY,193900.0,19182527.059173584,,6.30482456140351,-0.24200652233620223,1.738604281206247,-0.010078155712905367,음봉,,,,False,False,0,,,False,,0.012854982892505973,0.0023637713336679706,
2015-01-27,97.41000366210938,99.01000213623048,97.0,98.37999725341795,98.37999725341795,161300.0,-0.0055595173361083,-0.0055750289707962,2.010002136230483,51.598580364692815,TDY,161300.0,15868693.556976316,,-16.81279009798865,-0.5559517336108377,2.043100419135914,-1.5364365090241323,양봉,,,,False,False,0,,,False,,-0.008716046278593126,-0.012700734179764757,
2015-01-28,99.3000030517578,99.76000213623048,96.55999755859376,96.9800033569336,96.9800033569336,234800.0,-0.0142304730185964,-0.0143326971571942,3.2000045776367188,42.38857169257066,TDY,234800.0,22770904.788208008,,45.56726596404215,-1.423047301859648,3.2996540182197616,0.9351553405414236,음봉,98.38399963378906,,,False,False,0,,,False,,-0.07596290528512384,-0.056164991691086213,
2015-01-29,97.37999725341795,98.5,95.30999755859376,97.31999969482422,97.31999969482422,265500.0,0.0035058396176712,0.0034997084876192,3.190002441406236,35.25517742678703,TDY,265500.0,25838459.91897583,,13.07495741056217,0.3505839617671258,3.2778487992287677,0.41244986867260525,음봉,98.15599975585937,,,False,False,0,,,False,,-0.10042109474109395,-0.05876981649404644,
2015-01-30,96.25,96.83999633789062,94.08999633789062,95.04000091552734,95.04000091552734,429700.0,-0.023427854361349,-0.023706649532116,2.75,30.056399783106173,TDY,429700.0,40838688.3934021,,61.845574387947266,-2.3427854361349087,2.893518490645041,-1.0994653700981512,음봉,97.33000030517579,,,False,False,0,,,False,,-0.2176644383026627,-0.1314689248493667,
2015-02-02,95.11000061035156,95.36000061035156,93.19000244140624,94.68000030517578,94.68000030517578,353600.0,-0.003787885173439,-0.0037950773783916,2.1699981689453267,33.096711301263255,TDY,353600.0,33478848.107910156,,-17.710030253665344,-0.3787885173439087,2.2919287726562265,0.0736528768412316,음봉,96.48000030517578,,,False,False,0,,,False,,-0.30990150463709654,-0.16994523471023668,
2015-02-03,95.91999816894533,98.9499969482422,95.47000122070312,98.6500015258789,98.6500015258789,373100.0,0.0419307267417288,0.0410754600672089,3.4799957275390767,50.65791025717598,TDY,373100.0,36806315.56930542,,5.514705882352944,4.193072674172882,3.5276185237829596,1.309672433220049,양봉,96.53400115966797,,,False,False,0,,,False,,-0.17209244355809972,-0.024712558094043935,
2015-02-04,97.98999786376952,99.13999938964844,97.2300033569336,97.62999725341795,97.62999725341795,188200.0,-0.0103396275386106,-0.0103934528312084,1.909996032714844,50.09758877302217,TDY,188200.0,18373965.483093258,,-49.55775931385688,-1.0339627538610618,1.9563618625913424,-0.6690356329454795,음봉,96.66399993896485,,,False,False,0,,,False,,-0.12437039429897823,0.017854029444971137,
2015-02-05,97.93000030517578,98.54000091552734,97.29000091552734,98.41999816894533,98.41999816894533,202100.0,0.0080917846743022,0.0080592217283167,1.25,57.63747675701431,TDY,202100.0,19890681.62994385,,7.385759829968119,0.8091784674302271,1.270067083169704,0.3072857320472001,양봉,96.88399963378906,,,False,False,0,,,False,,-0.04605374131851647,0.07512908662387989,
2015-02-06,98.7300033569336,99.8499984741211,98.41999816894533,99.20999908447266,99.20999908447266,204600.0,0.0080268332678814,0.0079947896003007,1.430000305175767,58.26087533413693,TDY,204600.0,20298365.812683105,,1.2370113805046934,0.802683326788145,1.4413872778672125,0.3149819079005872,양봉,97.71799926757812,,,False,False,0,,,False,,0.055386165885181526,0.13864937897109408,
2015-02-09,98.97000122070312,99.54000091552734,97.16000366210938,97.66000366210938,97.66000366210938,176200.0,-0.0156233790612529,-0.0157467103015614,2.3799972534179688,51.49440740327266,TDY,176200.0,17207692.645263672,,-13.880742913000976,-1.5623379061252995,2.437023514408665,-0.2419089466629108,음봉,98.31399993896484,,,False,False,0,,,False,,0.04232562367172932,0.09900987556165369,
2015-02-10,98.3499984741211,98.66999816894533,96.58000183105467,97.68000030517578,97.68000030517578,195100.0,0.0002047577546238,0.0002047367946158,2.0899963378906534,52.836201774066645,TDY,195100.0,19057368.059539795,,10.726447219069236,0.020475775462380774,2.1396358838667107,0.7065275303480523,음봉,98.11999969482422,,,False,False,0,2.2464278084891243,,False,,0.03315884118273971,0.07104785096851625,67.41742550166742
2015-02-11,98.8000030517578,101.4000015258789,98.76000213623048,99.97000122070312,99.97000122070312,459600.0,0.0234439077433745,0.0231733202630942,2.639999389648424,54.62907133231014,TDY,459600.0,45946212.561035156,,135.57150179395182,2.344390774337457,2.640791594890665,1.1466039548350322,양봉,98.58800048828125,,,False,False,0,2.275713784354077,,False,54.62907133231014,0.16171498678110652,0.1582273872349992,82.58221114932523
2015-02-12,100.87000274658205,100.87000274658205,99.3499984741211,99.8000030517578,99.8000030517578,181700.0,-0.0017004918162402,-0.0017019392936304,1.5200042724609517,51.99748041126181,TDY,181700.0,18133660.55450439,,-60.46562228024369,-0.17004918162402127,1.5230503266344133,0.9002715963681873,음봉,98.86400146484375,,,False,False,0,2.2671427045549706,,False,51.99748041126181,0.24691968204319892,0.19333557466000026,80.51158766695677
2015-02-13,99.97000122070312,101.11000061035156,99.75,100.91000366210938,100.91000366210938,157400.0,0.0111222502646208,0.0110608528711305,1.3600006103515625,55.94953226378092,TDY,157400.0,15883234.576416016,,-13.373692900385247,1.112225026462088,1.3477361619224955,0.17033884142985753,양봉,99.2040023803711,,,False,False,0,2.2414283752441437,,False,55.94953226378092,0.3775277765653158,0.2576624141687955,94.03169405102311
