Date,Open,High,Low,Raw_Close,Adj_Close,Volume,Return,LogReturn,Volatility,RSI_14,Ticker,news_sentiment_score,positive_keywords_count,title,volume_today,value_today,volume_ratio_3m,volume_change_pct,price_change_pct,intraday_range_pct,gap_open_pct,candle_type,ma5,ma20,ma60,ma5_cross_ma20,price_above_ma60,ma_alignment_score,atr_14,bollinger_band_width,volatility_spike,rsi_14,macd,macd_signal_diff,stochastic_k
2015-01-22,34.29833221435547,35.318939208984375,34.1020622253418,35.04416275024414,20.715160369873047,5923956.0,0.0291066535828952,0.0286910992776391,1.216876983642578,64.00718698460875,BX,,,,5923956.0,122715698.56407166,,,,5.874330499571391,,음봉,,,,False,False,0,,,False,,0.0,0.0,
2015-01-23,35.08341598510742,35.56427764892578,34.749755859375,35.38763427734375,20.918197631835938,4383229.0,0.0098013849923255,0.0097536629928622,0.8145217895507812,66.1103221971124,BX,,,,4383229.0,91689250.4875946,,-26.008413972014644,0.9801384992325524,3.893843073320714,69.36106387151484,음봉,,,,False,False,0,,,False,,0.004555323185062576,0.002024588082250034,
2015-01-26,35.42688751220703,35.7998046875,35.279685974121094,35.770362854003906,21.144420623779297,6276429.0,0.0108146502832091,0.0107565901775703,0.5201187133789062,73.97967913840446,BX,,,,6276429.0,132711454.79128647,,43.19190259053314,1.081465028320916,2.4598390404415897,69.35917776343192,음봉,,,,False,False,0,,,False,,0.012819547353174698,0.006072085918246519,
2015-01-27,35.37782287597656,36.192344665527344,35.19136428833008,35.8979377746582,21.219839096069336,5429538.0,0.003566826144445,0.0035604801057403,1.0009803771972656,83.58205018258863,BX,,,,5429538.0,115213922.72599411,,-13.493198122690464,0.35668261444450344,4.717191175039035,67.31516793697432,음봉,,,,False,False,0,,,False,,0.018987059171841736,0.008093392541482135,
2015-01-28,36.09421157836914,36.47693634033203,35.74092102050781,36.054954528808594,21.31265640258789,6834841.0,0.0043740815421993,0.0043645430521707,0.7360153198242188,82.57427289714761,BX,,,,6834841.0,145668617.79932022,,25.882552069807787,0.4374081542199315,3.4534189728449247,70.0965375607163,음봉,21.0620548248291,,,False,False,0,,,False,,0.025632081692020137,0.010354069791057094,
2015-01-29,36.03532791137695,36.35917663574219,34.95583724975586,36.1727180480957,21.382265090942383,7578099.0,0.0032660728460878,0.0032607508151152,1.403339385986328,82.07735052293368,BX,,,,7578099.0,162036921.70340538,,10.87454704505928,0.32660728460878197,6.563099746531477,69.07947667659748,음봉,21.195475769042968,,,False,False,0,,,False,,0.032121351747989024,0.012277858276902278,
2015-01-30,36.33955001831055,36.9774284362793,36.2021598815918,36.64376831054688,21.660701751708984,6057547.0,0.0130218505655206,0.0129377951874387,0.7752685546875,82.00399537660557,BX,,,,6057547.0,131210718.9139595,,-20.06508492433261,1.3021850565520632,3.579147913000247,69.95182626233613,음봉,21.34397659301758,,,False,False,0,,,False,,0.04834335468459017,0.02128730664747775,
2015-02-02,37.17369842529297,37.21295547485352,36.47693634033203,36.5750732421875,21.620105743408203,6701555.0,-0.0018741778898081,-0.0018759363586552,0.7360191345214915,80.29069660358257,BX,,,,6701555.0,144888327.74526596,,10.63149819555671,-0.18741778898081485,3.4043271723862767,71.61816293583398,음봉,21.43911361694336,,,False,False,0,,,False,,0.05651267037224983,0.02237764205609811,
2015-02-03,36.92835998535156,37.20314025878906,36.61432647705078,37.15407180786133,21.96236038208008,5704260.0,0.0158303868969849,0.0157063931893916,0.5888137817382812,86.77064655643913,BX,,,,5704260.0,125279013.83308412,,-14.88154614861774,1.5830386896984905,2.681013203930105,70.80564000761524,음봉,21.587617874145508,,,False,False,0,,,False,,0.07829040192709158,0.03395526325087468,
2015-02-04,37.095191955566406,37.24239349365234,36.43768310546875,36.506378173828125,21.57949447631836,6156492.0,-0.0174328213862712,-0.017586562396829,0.8047103881835866,78.6597303246728,BX,,,,6156492.0,132853985.10749817,,7.927969622703035,-1.7432821386271224,3.7290511557936967,68.90348446259799,음봉,21.6409854888916,,,False,False,0,,,False,,0.07287873225411445,0.02214817166311525,
