Date,Open,High,Low,Raw_Close,Adj_Close,Volume
,NDSN,NDSN,NDSN,,NDSN,NDSN
2015-01-02,78.06999969482422,78.66000366210938,76.76000213623047,78.25,69.72371673583984,169100
2015-01-05,78.08999633789062,78.0999984741211,75.6500015258789,75.69999694824219,67.4515380859375,268400
2015-01-06,76.0,76.36000061035156,74.33000183105469,74.70999908447266,66.5694351196289,257600
2015-01-07,75.2699966430664,75.94000244140625,73.75,73.93000030517578,65.87444305419922,358700
2015-01-08,74.5199966430664,76.0,74.25,75.33000183105469,67.12187194824219,286900
2015-01-09,75.58000183105469,75.73999786376953,73.95999908447266,74.16999816894531,66.08827209472656,226300
2015-01-12,74.26000213623047,74.26000213623047,72.97000122070312,73.36000061035156,65.3665542602539,375600
2015-01-13,73.87999725341797,74.97000122070312,72.44000244140625,73.52999877929688,65.51801300048828,349800
2015-01-14,72.51000213623047,73.6500015258789,72.5,73.25,65.26850128173828,182900
2015-01-15,73.36000061035156,73.95999908447266,72.06999969482422,72.19000244140625,64.32402801513672,229100
2015-01-16,72.02999877929688,72.91999816894531,71.58000183105469,72.52999877929688,64.62694549560547,286200
2015-01-20,72.66000366210938,73.36000061035156,71.88999938964844,72.20999908447266,64.34181213378906,259100
2015-01-21,72.0,73.11000061035156,71.81999969482422,72.76000213623047,64.83192443847656,355100
2015-01-22,73.08000183105469,73.72000122070312,72.05999755859375,73.01000213623047,65.05470275878906,347700
2015-01-23,72.86000061035156,73.48999786376953,72.2300033569336,72.5,64.60023498535156,263300
2015-01-26,72.18000030517578,73.76000213623047,71.94000244140625,73.52999877929688,65.51801300048828,297100
2015-01-27,72.62000274658203,73.94999694824219,72.62000274658203,73.38999938964844,65.39325714111328,271900
2015-01-28,73.69000244140625,74.47000122070312,72.41999816894531,72.51000213623047,64.60916137695312,150300
2015-01-29,72.55000305175781,73.83999633789062,72.0199966430664,73.68000030517578,65.65167999267578,248900
2015-01-30,73.18000030517578,74.19999694824219,72.6500015258789,72.86000061035156,64.92101287841797,390900
2015-02-02,73.02999877929688,73.62000274658203,72.0999984741211,73.45999908447266,65.45561981201172,342500
2015-02-03,73.73999786376953,75.41000366210938,73.38999938964844,75.30999755859375,67.10404205322266,616800
2015-02-04,75.12999725341797,75.44999694824219,74.33000183105469,74.43000030517578,66.3199462890625,189400
