Date,Open,High,Low,Raw_Close,Adj_Close,Volume
,MLM,MLM,MLM,,MLM,MLM
2015-01-02,111.62999725341797,112.66999816894531,109.62999725341797,110.8499984741211,101.7935791015625,478100
2015-01-05,109.91000366210938,110.27999877929688,105.7699966430664,106.33000183105469,97.64288330078125,671600
2015-01-06,106.33999633789062,107.94000244140625,104.1500015258789,105.30999755859375,96.70620727539062,799500
2015-01-07,105.98999786376953,108.77999877929688,105.30000305175781,107.7699966430664,98.96522521972656,743400
2015-01-08,108.87000274658203,112.3499984741211,108.69000244140625,111.91000366210938,102.7669906616211,755200
2015-01-09,112.06999969482422,112.52999877929688,109.23999786376953,109.77999877929688,100.8110122680664,709600
2015-01-12,110.26000213623047,110.4000015258789,107.4000015258789,110.08999633789062,101.09568786621094,533700
2015-01-13,111.23999786376953,112.25,107.12000274658203,108.75,99.86515808105469,653900
2015-01-14,107.0,107.5,105.36000061035156,106.66000366210938,97.9458999633789,789200
2015-01-15,107.37999725341797,107.77999877929688,104.52999877929688,104.58000183105469,96.03584289550781,575900
2015-01-16,104.62000274658203,108.05999755859375,104.62000274658203,107.94000244140625,99.121337890625,675100
2015-01-20,108.7300033569336,109.0199966430664,107.19000244140625,108.52999877929688,99.66309356689453,520100
2015-01-21,108.04000091552734,110.91000366210938,108.04000091552734,110.3499984741211,101.33443450927734,644200
2015-01-22,110.5999984741211,111.36000061035156,108.87000274658203,110.95999908447266,101.89459228515625,903100
2015-01-23,110.63999938964844,111.25,108.87999725341797,109.83000183105469,100.8569107055664,373200
2015-01-26,110.13999938964844,112.5999984741211,108.23999786376953,112.43000030517578,103.2445068359375,584600
2015-01-27,110.94999694824219,112.2300033569336,109.16000366210938,111.56999969482422,102.45478057861328,505500
2015-01-28,111.79000091552734,112.20999908447266,107.4000015258789,107.55000305175781,98.7632064819336,600700
2015-01-29,107.33999633789062,110.80000305175781,105.31999969482422,110.0199966430664,101.03140258789062,929000
2015-01-30,109.19000244140625,109.94000244140625,106.7300033569336,107.73999786376953,98.93766784667969,622900
2015-02-02,107.9800033569336,113.80999755859375,107.9800033569336,113.33999633789062,104.08014678955078,898800
2015-02-03,113.6500015258789,115.73999786376953,113.05999755859375,115.19999694824219,105.78820037841797,636300
2015-02-04,114.19000244140625,116.80000305175781,114.0,114.9800033569336,105.586181640625,758400
2015-02-05,115.63999938964844,119.19999694824219,114.9000015258789,117.5999984741211,107.99211120605469,1138000
2015-02-06,117.51000213623047,119.05999755859375,117.36000061035156,117.97000122070312,108.33190155029297,881000
2015-02-09,118.06999969482422,120.44000244140625,117.22000122070312,119.16000366210938,109.4246597290039,1070100
2015-02-10,119.16000366210938,138.08999633789062,119.16000366210938,137.24000549316406,126.02754211425781,3942400
2015-02-11,137.61000061035156,144.66000366210938,137.52000427246094,140.08999633789062,128.6446990966797,2848000
2015-02-12,140.1300048828125,142.6999969482422,138.47999572753906,142.0800018310547,130.4721221923828,1957400
2015-02-13,142.9600067138672,146.2100067138672,142.50999450683594,145.22999572753906,133.36473083496094,1559300
2015-02-17,144.7899932861328,145.58999633789062,143.0,143.6699981689453,131.93223571777344,1198200
2015-02-18,143.5,146.07000732421875,143.1999969482422,144.9499969482422,133.1076202392578,985500
2015-02-19,144.0,145.6999969482422,143.80999755859375,145.0,133.15350341796875,826500
2015-02-20,144.94000244140625,144.94000244140625,142.14999389648438,143.24000549316406,131.5373077392578,634400
2015-02-23,143.24000549316406,144.58999633789062,142.14999389648438,143.42999267578125,131.71176147460938,702100
2015-02-24,143.7100067138672,144.6699981689453,142.5399932861328,143.2899932861328,131.58322143554688,508100
2015-02-25,143.60000610351562,144.24000549316406,141.8000030517578,142.49000549316406,130.84861755371094,545400
2015-02-26,143.9199981689453,144.52999877929688,140.8699951171875,141.6300048828125,130.42495727539062,703400
2015-02-27,141.99000549316406,143.3800048828125,141.77999877929688,142.3300018310547,131.06961059570312,491600
2015-03-02,142.3300018310547,143.49000549316406,141.3800048828125,143.35000610351562,132.0089569091797,541700
2015-03-03,142.0,143.85000610351562,142.0,143.0,131.68661499023438,572000
2015-03-04,142.1999969482422,143.52999877929688,141.42999267578125,142.8300018310547,131.5301055908203,641600
2015-03-05,143.4499969482422,143.72000122070312,142.0,142.4600067138672,131.18936157226562,449300
2015-03-06,141.5,142.82000732421875,139.6300048828125,140.69000244140625,129.5593719482422,528000
2015-03-09,140.5500030517578,141.4600067138672,139.47999572753906,139.8699951171875,128.8042449951172,449700
2015-03-10,138.72999572753906,139.63999938964844,136.9199981689453,137.6199951171875,126.73224639892578,672100
2015-03-11,138.1699981689453,139.6999969482422,136.8300018310547,138.88999938964844,127.90178680419922,517900
2015-03-12,140.30999755859375,143.6699981689453,140.11000061035156,143.49000549316406,132.13787841796875,864900
2015-03-13,143.1999969482422,143.4499969482422,140.1199951171875,141.80999755859375,130.5907745361328,687500
2015-03-16,142.25,143.60000610351562,141.5500030517578,142.3699951171875,131.10647583007812,572300
2015-03-17,141.63999938964844,143.14999389648438,140.6699981689453,142.35000610351562,131.08804321289062,452500
2015-03-18,141.8800048828125,143.25,139.02000427246094,142.49000549316406,131.2169189453125,704600
2015-03-19,141.25,142.33999633789062,137.8000030517578,138.67999267578125,127.70836639404297,790500
2015-03-20,139.94000244140625,141.61000061035156,138.39999389648438,138.5,127.54265594482422,812500
2015-03-23,138.5,141.35000610351562,138.5,139.6199951171875,128.57403564453125,566800
2015-03-24,139.9199981689453,141.63999938964844,139.8300018310547,140.69000244140625,129.5593719482422,375800
2015-03-25,141.22999572753906,141.89999389648438,138.67999267578125,139.9600067138672,128.8870849609375,701200
2015-03-26,139.94000244140625,143.3000030517578,139.32000732421875,142.1199951171875,130.8761749267578,826100
2015-03-27,141.82000732421875,143.0,140.61000061035156,141.72999572753906,130.5170440673828,618700
2015-03-30,142.74000549316406,142.91000366210938,141.80999755859375,142.83999633789062,131.53921508789062,584800
2015-03-31,141.85000610351562,142.44000244140625,139.75999450683594,139.8000030517578,128.7398223876953,661100
2015-04-01,140.0399932861328,140.19000244140625,136.5,138.10000610351562,127.17426300048828,847000
2015-04-02,137.97999572753906,139.77000427246094,136.8800048828125,137.36000061035156,126.49281311035156,573000
2015-04-06,137.1300048828125,139.47999572753906,136.41000366210938,139.33999633789062,128.31617736816406,737700
2015-04-07,138.77999877929688,138.94000244140625,135.80999755859375,135.80999755859375,125.06546783447266,703100
2015-04-08,135.86000061035156,136.83999633789062,134.10000610351562,136.19000244140625,125.41542053222656,994900
2015-04-09,136.2100067138672,137.27000427246094,135.3800048828125,137.00999450683594,126.1705551147461,346500
2015-04-10,136.75999450683594,138.61000061035156,136.75999450683594,138.5399932861328,127.57946014404297,382000
2015-04-13,138.33999633789062,139.1999969482422,137.6999969482422,138.0,127.08218383789062,448400
2015-04-14,138.1699981689453,139.02000427246094,136.75999450683594,138.19000244140625,127.25714111328125,583900
2015-04-15,138.80999755859375,143.3000030517578,138.52999877929688,142.17999267578125,130.93150329589844,683500
2015-04-16,141.94000244140625,142.16000366210938,140.7100067138672,142.00999450683594,130.77493286132812,612000
2015-04-17,140.58999633789062,140.72999572753906,138.77000427246094,140.24000549316406,129.1449737548828,579400
2015-04-20,140.55999755859375,140.99000549316406,139.38999938964844,139.97000122070312,128.89630126953125,662300
2015-04-21,140.27000427246094,140.49000549316406,138.2899932861328,138.3699951171875,127.42296600341797,408200
2015-04-22,138.6699981689453,139.7100067138672,135.92999267578125,137.24000549316406,126.38233947753906,595500
2015-04-23,137.3699951171875,139.25999450683594,136.75999450683594,138.24000549316406,127.3031997680664,767100
2015-04-24,138.8300018310547,138.8300018310547,136.99000549316406,138.52999877929688,127.57023620605469,367200
2015-04-27,138.5,138.66000366210938,135.72999572753906,135.9199981689453,125.16673278808594,637100
2015-04-28,135.47999572753906,136.77999877929688,134.97000122070312,136.10000610351562,125.3324966430664,644500
2015-04-29,135.3000030517578,138.00999450683594,134.99000549316406,136.3000030517578,125.51664733886719,798700
2015-04-30,137.60000610351562,146.33999633789062,137.60000610351562,142.64999389648438,131.3643035888672,1888400
2015-05-01,143.72000122070312,149.27000427246094,142.2899932861328,147.8300018310547,136.1344451904297,1692400
2015-05-04,148.10000610351562,150.38999938964844,148.02000427246094,148.38999938964844,136.65017700195312,890200
