Date,Open,High,Low,Raw_Close,Adj_Close,Volume,Return,LogReturn,Volatility,RSI_14,Ticker
2015-01-22,4.46875,4.579999923706055,4.443749904632568,4.567500114440918,4.567500114440918,5408000.0,0.0246775398732677,0.0243779678493137,0.1362500190734863,49.5097929218698,CPRT
2015-01-23,4.56374979019165,4.628749847412109,4.56125020980835,4.612500190734863,4.612500190734863,4713600.0,0.0098522332055712,0.0098040163928693,0.0674996376037597,53.6035981854423,CPRT
2015-01-26,4.614999771118164,4.65500020980835,4.599999904632568,4.652500152587891,4.652500152587891,4591200.0,0.0086720780919153,0.008634691612859,0.0550003051757812,61.36363242283477,CPRT
2015-01-27,4.616250038146973,4.65625,4.588749885559082,4.602499961853027,4.602499961853027,3020000.0,-0.0107469509070411,-0.0108051164944554,0.0675001144409179,61.50338934301229,CPRT
2015-01-28,4.632500171661377,4.637499809265137,4.574999809265137,4.585000038146973,4.585000038146973,2897600.0,-0.0038022648237043,-0.0038095118084016,0.0625,58.5972979550833,CPRT
2015-01-29,4.586249828338623,4.627500057220459,4.547500133514404,4.614999771118164,4.614999771118164,2261600.0,0.0065430169512747,0.0065217043312382,0.0799999237060546,57.34262376422508,CPRT
2015-01-30,4.601250171661377,4.625,4.553750038146973,4.574999809265137,4.574999809265137,3110400.0,-0.0086673811130733,-0.0087051613228135,0.0712499618530273,55.40540192229872,CPRT
2015-02-02,4.602499961853027,4.647500038146973,4.537499904632568,4.639999866485596,4.639999866485596,4558400.0,0.0142076633727552,0.014107680426704,0.1100001335144043,66.66663822001324,CPRT
2015-02-03,4.662499904632568,4.724999904632568,4.617499828338623,4.724999904632568,4.724999904632568,4912800.0,0.0183189742656939,0.0181532032986151,0.1075000762939453,72.6190314000996,CPRT
2015-02-04,4.697500228881836,4.721250057220459,4.639999866485596,4.648749828338623,4.648749828338623,1983200.0,-0.016137582610147,-0.0162692114313319,0.0812501907348632,67.03292864493781,CPRT
2015-02-05,4.653749942779541,4.707499980926514,4.653749942779541,4.68625020980835,4.68625020980835,2177600.0,0.0080667669490677,0.0080344045082467,0.0537500381469726,72.79413827149412,CPRT
2015-02-06,4.68625020980835,4.727499961853027,4.668749809265137,4.708749771118164,4.708749771118164,2117600.0,0.0048011865142674,0.0047896975773056,0.0587501525878906,73.66548356727206,CPRT
2015-02-09,4.6875,4.735000133514404,4.65500020980835,4.710000038146973,4.710000038146973,2660800.0,0.0002655199553132,0.0002654847111284,0.0799999237060546,73.84340743254708,CPRT
2015-02-10,4.74875020980835,4.75,4.681250095367432,4.731249809265137,4.731249809265137,1480800.0,0.0045116286509678,0.004501481762308,0.0687499046325683,71.34501141062717,CPRT
2015-02-11,4.71999979019165,4.736249923706055,4.675000190734863,4.728750228881836,4.728750228881836,1665600.0,-0.0005283129160514,-0.0005284525224928,0.0612497329711914,65.1054090126984,CPRT
2015-02-12,4.743750095367432,4.756249904632568,4.707499980926514,4.742499828338623,4.742499828338623,2555200.0,0.0029076603312241,0.0029034412633554,0.0487499237060546,62.93531040019282,CPRT
