Date,Open,High,Low,Raw_Close,Adj_Close,Volume,Return,LogReturn,Volatility,RSI_14,Ticker,news_sentiment_score,positive_keywords_count,title
2015-01-22,139.5,141.27999877929688,138.38999938964844,141.27000427246094,114.0230712890625,1897500.0,0.0153084672558421,0.0151924749493237,2.889999389648437,48.97224516154847,COST,,,
2015-01-23,141.58999633789062,142.30999755859375,140.8699951171875,142.0500030517578,114.65266418457033,1696800.0,0.0055216272320164,0.0055064389321414,1.44000244140625,51.270393007285456,COST,,,
2015-01-26,141.66000366210938,143.0500030517578,141.57000732421875,142.91000366210938,115.34677124023438,1482800.0,0.0060539984883967,0.0060357466668372,1.4799957275390625,58.7809226082665,COST,,,
2015-01-27,142.75,142.8000030517578,140.8699951171875,140.99000549316406,113.79708862304688,1786500.0,-0.0134349891247493,-0.0135260551583731,1.9300079345703125,47.41588709659095,COST,,,
2015-01-28,141.60000610351562,142.4499969482422,139.55999755859375,139.6199951171875,112.69132232666016,2016300.0,-0.0097169998790529,-0.0097645179952899,2.889999389648437,34.87771601112175,COST,,,
2015-01-29,140.16000366210938,140.69000244140625,138.91000366210938,140.63999938964844,113.51457977294922,1873400.0,0.007305420056237,0.0072788647285901,1.779998779296875,33.94266781018433,COST,,,
2015-01-30,143.08999633789062,143.8000030517578,141.33999633789062,142.99000549316406,115.41136932373048,5169000.0,0.016709655751492,0.0165715854029827,2.4600067138671875,48.930732385065056,COST,,,
2015-02-02,144.0,146.22999572753906,140.1300048828125,146.0,117.84075164794922,4797500.0,0.0210497660538475,0.0208312804567958,6.0999908447265625,59.86382783534376,COST,,,
2015-02-03,146.36000061035156,153.88999938964844,144.77000427246094,153.75,124.09606170654295,10302900.0,0.0530827406573368,0.0517218061877236,9.1199951171875,76.41899776785537,COST,,,
2015-02-04,152.0800018310547,156.85000610351562,152.07000732421875,155.9199981689453,125.84754943847656,11006300.0,0.0141139670981296,0.0140152924412043,4.779998779296875,84.106846166985,COST,,,
2015-02-05,149.5,151.10000610351562,147.52000427246094,149.08999633789062,124.321533203125,6986700.0,-0.0121259114075764,-0.0122000300514523,3.5800018310546875,78.04685636971564,COST,,,
