Date,Open,High,Low,Raw_Close,Adj_Close,Volume,Return,LogReturn,Volatility,RSI_14,Ticker,news_sentiment_score,positive_keywords_count,title
2015-01-22,145.2581329345703,148.87188720703125,145.08604431152344,148.55641174316406,94.60327911376952,6401625.0,0.0216976762753895,0.0214656322418896,3.785842895507813,37.77045479924428,IBM,,,
2015-01-23,148.2122344970703,150.66921997070312,148.07839965820312,149.01528930664062,94.8955078125,5057201.0,0.0030889912217424,0.0030842300905669,2.5908203125,38.846851029124736,IBM,,,
2015-01-26,151.30018615722656,152.44741821289062,148.91969299316406,149.48374938964844,95.19380950927734,8250953.0,0.0031434754252723,0.0031385450360671,3.5277252197265625,43.869090185373615,IBM,,,
2015-01-27,148.12619018554688,148.26959228515625,145.87954711914062,146.91204833984375,93.55614471435548,5919942.0,-0.0172034799674895,-0.0173531792118433,2.390045166015625,45.18858263799635,IBM,,,
2015-01-28,147.2275390625,147.73422241210938,144.88528442382812,144.88528442382812,92.26545715332033,4702711.0,-0.0137958609236824,-0.0138919082060722,2.84893798828125,43.27958632206343,IBM,,,
2015-01-29,144.72274780273438,148.73805236816406,142.94454956054688,148.64244079589844,94.65807342529295,8703557.0,0.0259318746776135,0.0256013455943756,5.793502807617188,44.473700575511856,IBM,,,
2015-01-30,147.14149475097656,148.41299438476562,146.30975341796875,146.56787109375,93.3369598388672,6865526.0,-0.0139566921089769,-0.0140550025337118,2.103240966796875,39.67239277164784,IBM,,,
2015-02-02,147.2275390625,147.85850524902344,144.84703063964844,147.85850524902344,94.15885925292967,4928961.0,0.008805723000635,0.0087671787300335,3.011474609375,46.67420312279016,IBM,,,
2015-02-03,147.94454956054688,151.625244140625,147.94454956054688,151.50096130371094,96.47843170166016,5794212.0,0.0246346702491333,0.024336129788789,3.680694580078125,52.74836902081496,IBM,,,
2015-02-04,150.29637145996094,151.73040771484375,149.8087921142578,150.05735778808594,95.55911254882812,3847711.0,-0.009528753075867,-0.0095744421148181,1.9216156005859373,51.88923354245224,IBM,,,
2015-02-05,150.3728485107422,151.6156768798828,150.23899841308594,150.965576171875,96.13748931884766,5495266.0,0.006052554848958,0.0060343117135677,1.376678466796875,55.48976667811898,IBM,,,
2015-02-06,150.420654296875,151.12811279296875,149.35946655273438,149.82791137695312,96.08230590820312,3406299.0,-0.0005740051153354,-0.0005741699193402,1.768646240234375,51.21561563878184,IBM,,,
2015-02-09,149.1395721435547,150.5736083984375,148.5659637451172,148.90057373046875,95.48760223388672,3198354.0,-0.006189523333095,-0.0062087578420083,2.0076446533203125,49.81296836973412,IBM,,,
2015-02-10,149.84703063964844,151.58700561523438,148.26004028320312,151.58700561523438,97.21038055419922,4644868.0,0.0180419057553957,0.0178810820702746,3.32696533203125,64.20055182591673,IBM,,,
2015-02-11,150.82217407226562,152.09368896484375,150.2581329345703,151.24282836914062,96.98969268798828,3793528.0,-0.0022702088496392,-0.0022727896805063,1.8355560302734373,58.248847294319525,IBM,,,
2015-02-12,151.73995971679688,152.48565673828125,151.13766479492188,151.5487518310547,97.18587493896484,3486423.0,0.0020227123680829,0.0020206694397946,1.347991943359375,57.969772510665685,IBM,,,
2015-02-13,151.7973175048828,153.72848510742188,151.66348266601562,153.34608459472656,98.33847045898438,3877417.0,0.0118597020476831,0.0117899269144113,2.06500244140625,60.32839203371429,IBM,,,
2015-02-17,152.72467041015625,154.31166076660156,152.70555114746094,153.88145446777344,98.68179321289062,3027647.0,0.0034912354473668,0.003485155232424,1.606109619140625,68.39914619377593,IBM,,,
2015-02-18,154.7418670654297,155.32504272460938,153.57553100585938,155.05735778808594,99.43585205078124,4558886.0,0.0076413167347277,0.0076122697516303,1.74951171875,76.77036750086883,IBM,,,
2015-02-19,154.92352294921875,157.25621032714844,154.34034729003906,156.68260192871094,100.47811889648438,3665602.0,0.0104818013242433,0.0104272481241474,2.915863037109375,74.16548771301167,IBM,,,
2015-02-20,156.44358825683594,157.11280822753906,154.96176147460938,156.45315551757812,100.33100128173828,3507238.0,-0.0014641756470148,-0.0014652485996327,2.1510467529296875,82.17703206530855,IBM,,,
2015-02-23,157.0076446533203,157.170166015625,155.35372924804688,155.74569702148438,99.8772964477539,2839262.0,-0.0045220801964322,-0.0045323357303274,1.816436767578125,77.23098967548518,IBM,,,
2015-02-24,155.3441619873047,157.73422241210938,154.4072723388672,157.58126831054688,101.05442810058594,4917874.0,0.0117857780967047,0.0117168667349119,3.3269500732421875,74.45114011693465,IBM,,,
2015-02-25,157.68641662597656,157.70555114746094,155.43020629882812,155.6501007080078,99.81597900390624,4188812.0,-0.0122552679774408,-0.0123309830153534,2.2753448486328125,71.99576449587872,IBM,,,
2015-02-26,156.53919982910156,156.92160034179688,152.74378967285156,153.79541015625,98.62659454345705,7437897.0,-0.0119157721270524,-0.0119873339843691,4.1778106689453125,62.097637813962,IBM,,,
2015-02-27,153.79541015625,155.15296936035156,153.11663818359375,154.818359375,99.28258514404295,4612860.0,0.006651254700849,0.006629232701652,2.0363311767578125,64.6958542168683,IBM,,,
2015-03-02,154.818359375,154.818359375,152.7820281982422,153.4225616455078,98.3874969482422,6190123.0,-0.0090155609314778,-0.0090564470271742,2.0363311767578125,62.95896512386712,IBM,,,
2015-03-03,153.2218017578125,154.63670349121094,152.9636688232422,153.94837951660156,98.72470092773438,3383182.0,0.0034273051957969,0.0034214453704671,1.67303466796875,57.72361456678734,IBM,,,
